player_id,player,birth_year,hof,num_seasons,first_seas,last_seas,points,assists,rebound,blocks,steals,games,minutes,FG,FG%,eFG%,All NBA 1st team,All NBA 2nd team,All NBA 3rd team,All Defense 1st team,All Defense 2nd team,All Rookie 1st team,All Rookie 2nd team,All ABA 1st team,All ABA 2nd team,All Star appearances,MVPs,DPOY,NBA ROY,MIP,SMOY,ABA MVP,ABA ROY
2971,Ben Wallace,,True,16,1997,2012,6602,1542,11086.0,2254.0,1457.0,1160,34290.0,2707,8.339,8.353000000000002,0,3,2,5,1,0,0,0,0,4,0,4,0,0.0,0,0,0
3000,Kobe Bryant,,True,20,1997,2016,33643,6306,7047.0,640.0,1944.0,1346,48637.0,11719,8.828000000000001,9.524,11,2,2,9,3,0,1,0,0,18,1,0,0,0.0,1,0,0
3016,Ray Allen,,True,18,1997,2014,26218,4695,5653.0,258.0,1554.0,1376,49224.0,9165,9.024000000000001,10.623,0,1,1,0,0,0,1,0,0,10,0,0,0,0.0,0,0,0
3028,Steve Nash,,True,18,1997,2014,17387,10335,3642.0,102.0,899.0,1217,38069.0,6321,8.591,9.753000000000002,3,2,2,0,0,0,0,0,0,8,2,0,0,0.0,2,0,0
3092,Tim Duncan,,True,19,1998,2016,26496,4225,15091.0,3020.0,1025.0,1392,47368.0,10285,9.584,9.597999999999999,10,3,2,8,7,1,0,0,0,15,2,0,1,0.0,2,0,0
3096,Tracy McGrady,,True,15,1998,2012,18626,4260,5370.0,821.0,1151.0,968,31331.0,6800,7.217,7.764,2,3,2,0,0,0,0,0,0,7,0,0,0,1.0,0,0,0
3146,Paul Pierce,,True,19,1999,2017,26397,4708,7527.0,745.0,1752.0,1343,45880.0,8668,8.389999999999999,9.56,0,1,3,0,0,1,0,0,0,10,0,0,0,0.0,0,0,0
3401,Manu Ginóbili,,True,16,2003,2018,14043,4001,3697.0,319.0,1392.0,1057,26859.0,4584,7.164,8.350000000000001,0,0,2,0,0,0,1,0,0,2,0,0,0,0.0,0,0,0
3428,Yao Ming,,True,8,2003,2011,9247,769,4494.0,920.0,189.0,486,15818.0,3380,4.148000000000001,4.15,0,2,3,0,0,1,0,0,0,8,0,0,0,0.0,0,0,0
3436,Chris Bosh,,True,13,2004,2016,17189,1795,7592.0,932.0,730.0,893,31936.0,6209,6.390999999999999,6.571000000000001,0,1,0,0,0,1,0,0,0,11,0,0,0,0.0,0,0,0
